analysis,block_angle_decoder_ceiling_deg,block_angle_error_deg,block_angle_excess_error_deg,block_decoder_ceiling_px,block_error_px,block_excess_error_px,branch_executed,comparison_note,decision_action_offset,decision_index,episode,horizon_actions,latent_block,latent_mse,pusher_decoder_ceiling_px,pusher_error_px,pusher_excess_error_px,real_frame_index,receding_horizon,seed,start_step
decision_forecast,2.0185110386750025,1.451061135151395,-0.5674499035236076,2.8248756031682833,11.772313675624625,8.947438072456341,True,,0,0,4981,25,5,0.033323463052511215,5.6234801402612336,10.149174860559423,4.52569472029819,25,5,-1,40
decision_forecast,2.8066875481377935,0.18758542172575615,-2.6191021264120375,10.920207293107126,4.013251114017331,-6.906956179089795,True,,25,1,4981,5,1,0.09008117765188217,43.559753460372015,21.184823038098497,-22.37493042227352,30,5,-1,40
decision_forecast,0.030846240652303528,3.0529863823295056,3.0221401416772022,5.187039441068856,6.656928441545381,1.4698890004765257,True,,25,1,4981,10,2,0.026072651147842407,21.10337244291342,10.622047170864638,-10.481325272048784,35,5,-1,40
decision_forecast,0.12034682681509873,4.0326267546060945,3.912279927790996,5.46531458692868,7.347395043014351,1.8820804560856708,True,,25,1,4981,15,3,0.03666628897190094,16.056209339683214,0.3944277051075692,-15.661781634575645,40,5,-1,40
decision_forecast,0.254985728455442,4.920032252330831,4.665046523875389,4.365912129699523,7.50120275953335,3.1352906298338272,True,,25,1,4981,20,4,0.0501972995698452,17.91099744818635,2.480444194400773,-15.430553253785577,45,5,-1,40
decision_forecast,3.509374374689701,19.843280001154955,16.333905626465253,10.18151282110406,21.910423229421337,11.728910408317276,True,,25,1,4981,25,5,0.21160846948623657,16.87296607586819,10.161617738769305,-6.711348337098887,50,5,-1,40
decision_forecast,0.4188271999051819,1.071902567585121,0.6530753676799391,4.690970627715593,5.448174992618938,0.7572043649033446,True,,0,0,5172,5,1,0.004694614093750715,19.367330102558597,15.465613712013226,-3.9017163905453707,5,5,-1,24
decision_forecast,0.5872323440810163,1.199271935227519,0.6120395911465026,3.3889717581208254,5.284667383751004,1.8956956256301787,True,,0,0,5172,10,2,0.006820363458245993,14.434547353298054,7.892329157489567,-6.542218195808487,10,5,-1,24
decision_forecast,0.38760756383169076,2.999346641794232,2.6117390779625413,5.72576141650732,4.3436336557287465,-1.3821277607785731,True,,0,0,5172,15,3,0.0064244805835187435,6.204454694611819,4.866290909699895,-1.3381637849119237,15,5,-1,24
decision_forecast,0.46869119914802526,0.484912492012475,0.016221292864449732,7.448287486790303,11.242975483207431,3.794687996417128,True,,0,0,5172,20,4,0.03790277615189552,7.72345414605324,12.331594254420333,4.608140108367093,20,5,-1,24
decision_forecast,1.299267969143456,1.02878834907705,-0.27047962006640613,1.8821741294249916,13.216152124665493,11.333977995240502,True,,0,0,5172,25,5,0.052955031394958496,6.87214821189647,10.720392008119154,3.8482437962226834,25,5,-1,24
decision_forecast,3.740953746922936,3.9127193441704167,0.17176559724748053,3.237169889353204,0.8683838062025921,-2.368786083150612,True,,25,1,5172,5,1,0.006546761840581894,5.0820660309600365,7.589561920589543,2.5074958896295065,30,5,-1,24
decision_forecast,4.297067749145374,5.703458340764359,1.406390591618985,3.6190889968563753,3.3520688020511273,-0.26702019480524797,True,,25,1,5172,10,2,0.018541043624281883,6.850581287224804,7.001899998114917,0.15131871089011284,35,5,-1,24
decision_forecast,5.643707845905088,8.40403317631736,2.7603253304122726,2.377005919659668,9.933627279248228,7.55662135958856,True,,25,1,5172,15,3,0.01919783465564251,8.441513689212584,9.438679493184384,0.9971658039718001,40,5,-1,24
decision_forecast,4.2770143137422165,9.237780707922477,4.96076639418026,2.5353933606346737,13.343062000180558,10.807668639545884,True,,25,1,5172,20,4,0.023799730464816093,10.11219786534004,8.753000224311842,-1.3591976410281976,45,5,-1,24
decision_forecast,1.951357402694433,9.027625272967464,7.076267870273031,4.516662283934659,10.432941041888224,5.916278757953565,True,,25,1,5172,25,5,0.024699300527572632,6.8203238519462985,7.448478932352563,0.6281550804062643,50,5,-1,24
executed_action_flow,2.6666850484257347,0.2669631623647822,-2.3997218860609526,3.118853146720191,5.02306709290271,1.9042139461825185,True,,0,0,2828,5,1,0.006157655734568834,8.074843990645675,3.3243547166446747,-4.7504892740010005,5,5,,43
executed_action_flow,0.21589865306497263,2.4324589632741906,2.216560310209218,0.9483392599023825,0.7251247819851155,-0.223214477917267,True,,0,0,2828,10,2,0.012278472073376179,4.996454690772379,3.2122895362031465,-1.7841651545692323,10,5,,43
executed_action_flow,0.39825181444123364,5.580404011367688,5.182152196926454,4.640892044635123,5.225642053398245,0.5847500087631214,True,,0,0,2828,15,3,0.021464824676513672,5.724872014071768,6.883107165940301,1.1582351518685332,15,5,,43
executed_action_flow,0.7039613015207267,6.705947004486027,6.0019857029653,6.356236460040021,6.784734675850943,0.4284982158109214,True,,0,0,2828,20,4,0.06260104477405548,6.899967913020197,7.39285895843328,0.4928910454130824,20,5,,43
executed_action_flow,0.31067245925219006,10.888559106094258,10.577886646842067,10.48209254677899,10.815430830101915,0.3333382833229255,True,,0,0,2828,25,5,0.1556519716978073,4.764651873306729,22.106439963353754,17.341788090047025,25,5,,43
executed_action_flow,4.471432456327197,6.962375125874168,2.4909426695469703,7.873521068814236,11.90647569724768,4.032954628433444,True,,25,1,2828,5,1,0.03426317498087883,20.291919363187144,9.61989292500995,-10.672026438177195,30,5,,43
executed_action_flow,3.851032713636599,8.820432466927757,4.9693997532911585,6.3971798937159,12.194269244675418,5.797089350959518,True,,25,1,2828,10,2,0.05446837469935417,34.20800377490493,16.51102641665999,-17.69697735824494,35,5,,43
executed_action_flow,4.7483829667928745,8.713744912092157,3.965361945299282,7.311759493242706,12.510872750382152,5.199113257139446,True,,25,1,2828,15,3,0.04352453723549843,13.068143942703616,12.900830672902194,-0.16731326980142214,40,5,,43
executed_action_flow,3.3318563744455902,7.289322621064338,3.957466246618748,10.422675422433496,14.959814163083353,4.537138740649857,True,,25,1,2828,20,4,0.04480709135532379,9.595295714168342,21.368289449745067,11.772993735576724,45,5,,43
executed_action_flow,2.2200381813509145,7.914366892390545,5.69432871103963,11.876848343226165,19.056223552028488,7.179375208802323,True,,25,1,2828,25,5,0.05016106367111206,9.351361681386914,24.865379825693065,15.514018144306151,50,5,,43
executed_action_flow,1.1727360942444993,8.1474793878514,6.974743293606901,6.989882239006531,14.7016761365471,7.711793897540569,True,,0,0,3876,5,1,0.06408344209194183,5.2771293950830085,12.096077540793472,6.818948145710463,5,5,,16
executed_action_flow,0.1695364723412364,8.434980613405447,8.26544414106421,10.158607334180513,22.462980075357454,12.304372741176941,True,,0,0,3876,10,2,0.12330746650695801,7.347634044546439,15.719186888695637,8.371552844149198,10,5,,16
executed_action_flow,0.9900197765781881,5.798541254158865,4.808521477580677,11.059261672649766,24.625365720223492,13.566104047573726,True,,0,0,3876,15,3,0.09578431397676468,7.346276226482152,16.386837699623463,9.040561473141311,15,5,,16
executed_action_flow,1.0507811394346216,4.396767870418808,3.345986730984186,10.522399846321582,24.79392678486023,14.271526938538647,True,,0,0,3876,20,4,0.07914072275161743,11.942193941860769,19.332958803102482,7.390764861241713,20,5,,16
executed_action_flow,3.243435787548795,4.267349446025406,1.0239136584766113,8.750585877878102,21.918199211752626,13.167613333874524,True,,0,0,3876,25,5,0.04811475798487663,11.57916538926886,22.50273727004832,10.92357188077946,25,5,,16
executed_action_flow,5.097080826398555,4.67064479575798,-0.4264360306405752,5.637408211879941,6.983754127278982,1.3463459153990414,True,,25,1,3876,5,1,0.003955995198339224,10.538409753719302,16.235085638110238,5.696675884390936,30,5,,16
executed_action_flow,5.15293811343092,3.541273016496371,-1.6116650969345487,7.585707868152862,9.20322388381749,1.617516015664628,True,,25,1,3876,10,2,0.005958310794085264,9.483413494821583,18.227210007125127,8.743796512303543,35,5,,16
executed_action_flow,5.183373436372497,3.480702898936698,-1.7026705374357989,6.179011787965252,9.935177603764554,3.756165815799302,True,,25,1,3876,15,3,0.007993434555828571,12.333618746505248,19.948337363302947,7.614718616797699,40,5,,16
executed_action_flow,3.6834502342593565,2.0719080807298678,-1.6115421535294887,7.796940274828767,12.866519840820663,5.069579565991896,True,,25,1,3876,20,4,0.010865668766200542,14.641898277738346,23.199546047268893,8.557647769530547,45,5,,16
executed_action_flow,3.7933343176265213,0.8517357666421099,-2.9415985509844114,9.121395594064753,17.117172486509517,7.9957768924447645,True,,25,1,3876,25,5,0.024110889062285423,12.494313278866757,21.155769064281497,8.66145578541474,50,5,,16
executed_action_flow,2.0367508348671564,8.733583222029191,6.6968323871620345,11.33750002292496,12.102733025277608,0.7652330023526481,True,,0,0,4981,5,1,0.010051760822534561,2.727850018165165,8.834778810653173,6.106928792488008,5,5,,40
executed_action_flow,1.1100685583066263,5.571220275078795,4.461151716772168,1.7197630603304384,9.647243228126845,7.927480167796407,True,,0,0,4981,10,2,0.021803313866257668,6.037356467160088,5.447681728852085,-0.5896747383080037,10,5,,40
executed_action_flow,0.05532342591657734,1.676099995203923,1.6207765692873457,4.798267472762604,7.474463685589744,2.67619621282714,True,,0,0,4981,15,3,0.023915523663163185,16.632205481059543,14.111823590290653,-2.52038189076889,15,5,,40
executed_action_flow,0.45991651159145264,0.2554228605623228,-0.20449365102912986,4.180326474145929,5.7963636980257744,1.6160372238798457,True,,0,0,4981,20,4,0.028118014335632324,27.993986958570694,18.964832011229966,-9.029154947340729,20,5,,40
executed_action_flow,2.0185110386750025,1.451061135151395,-0.5674499035236076,2.8248756031682833,11.772311072221195,8.94743546905291,True,,0,0,4981,25,5,0.033323440700769424,5.6234801402612336,10.149160277145779,4.525680136884545,25,5,,40
executed_action_flow,2.8066875481377935,0.18758542172575615,-2.6191021264120375,10.920207293107126,4.013251114017331,-6.906956179089795,True,,25,1,4981,5,1,0.09008116275072098,43.559753460372015,21.184813364520323,-22.37494009585169,30,5,,40
executed_action_flow,0.030846240652303528,3.0529863823295056,3.0221401416772022,5.187039441068856,6.65694168499925,1.4699022439303944,True,,25,1,4981,10,2,0.026072649285197258,21.10337244291342,10.622047410059038,-10.481325032854384,35,5,,40
executed_action_flow,0.12034682681509873,4.0326267546060945,3.912279927790996,5.46531458692868,7.3473797510781145,1.8820651641494344,True,,25,1,4981,15,3,0.036666277796030045,16.056209339683214,0.39442490368785216,-15.661784435995362,40,5,,40
executed_action_flow,0.254985728455442,4.920032252330831,4.665046523875389,4.365912129699523,7.501198753652975,3.1352866239534523,True,,25,1,4981,20,4,0.05019727721810341,17.91099744818635,2.480435923533533,-15.430561524652816,45,5,,40
executed_action_flow,3.509374374689701,19.843280001154955,16.333905626465253,10.18151282110406,21.91042827964241,11.72891545853835,True,,25,1,4981,25,5,0.2116084098815918,16.87296607586819,10.161556720480462,-6.71140935538773,50,5,,40
executed_action_flow,0.4188271999051819,1.071902567585121,0.6530753676799391,4.690970627715593,5.448174992618938,0.7572043649033446,True,,0,0,5172,5,1,0.004694614093750715,19.367330102558597,15.465613712013226,-3.9017163905453707,5,5,,24
executed_action_flow,0.5872323440810163,1.199271935227519,0.6120395911465026,3.3889717581208254,5.284667383751004,1.8956956256301787,True,,0,0,5172,10,2,0.006820363458245993,14.434547353298054,7.892329157489567,-6.542218195808487,10,5,,24
executed_action_flow,0.38760756383169076,2.999346641794232,2.6117390779625413,5.72576141650732,4.343618880065962,-1.382142536441358,True,,0,0,5172,15,3,0.006424481514841318,6.204454694611819,4.8663144610028715,-1.3381402336089474,15,5,,24
executed_action_flow,0.46869119914802526,0.484912492012475,0.016221292864449732,7.448287486790303,11.242975483207431,3.794687996417128,True,,0,0,5172,20,4,0.03790279105305672,7.72345414605324,12.331594254420333,4.608140108367093,20,5,,24
executed_action_flow,1.299267969143456,1.02878834907705,-0.27047962006640613,1.8821741294249916,13.216165472822334,11.333991343397344,True,,0,0,5172,25,5,0.05295506492257118,6.87214821189647,10.720422108748242,3.8482738968517713,25,5,,24
executed_action_flow,3.740953746922936,3.9127193441704167,0.17176559724748053,3.237169889353204,0.8683838062025921,-2.368786083150612,True,,25,1,5172,5,1,0.006546761840581894,5.0820660309600365,7.589561920589543,2.5074958896295065,30,5,,24
executed_action_flow,4.297067749145374,5.703458340764359,1.406390591618985,3.6190889968563753,3.3520688020511273,-0.26702019480524797,True,,25,1,5172,10,2,0.018541043624281883,6.850581287224804,7.001899998114917,0.15131871089011284,35,5,,24
executed_action_flow,5.643707845905088,8.40403317631736,2.7603253304122726,2.377005919659668,9.933627279248228,7.55662135958856,True,,25,1,5172,15,3,0.01919783465564251,8.441513689212584,9.438679493184384,0.9971658039718001,40,5,,24
executed_action_flow,4.2770143137422165,9.237780707922477,4.96076639418026,2.5353933606346737,13.343062000180558,10.807668639545884,True,,25,1,5172,20,4,0.023799726739525795,10.11219786534004,8.752981001766463,-1.359216863573577,45,5,,24
executed_action_flow,1.951357402694433,9.027625272967464,7.076267870273031,4.516662283934659,10.43296999970812,5.916307715773462,True,,25,1,5172,25,5,0.02469930611550808,6.8203238519462985,7.448505050295635,0.6281811983493366,50,5,,24
decision_forecast,0.19598544804434587,0.5251083584851653,0.3291229104408195,6.681343655550406,3.541312253287563,-3.140031402262843,True,,0,0,1625,5,1,0.0022646323777735233,4.109313903529263,8.78204816440176,4.672734260872496,5,5,-1,73
decision_forecast,0.05138351312600593,0.41181259562757877,0.36042908250157285,4.089521984866435,4.720838202531403,0.6313162176649678,True,,0,0,1625,10,2,0.004721935372799635,5.527638522764414,18.77209114292898,13.244452620164566,10,5,-1,73
decision_forecast,0.2943060211466794,0.5575312664752158,0.26322524532853636,3.838881777160915,9.84697607846457,6.008094301303655,True,,0,0,1625,15,3,0.007047287654131651,3.4379133953609666,29.12013310519414,25.682219709833173,15,5,-1,73
decision_forecast,0.6399409139060047,1.2343756924667995,0.5944347785607947,6.066347163125099,4.838660298783478,-1.2276868643416208,True,,0,0,1625,20,4,0.029395630583167076,12.419368828474923,21.129891936836497,8.710523108361574,20,5,-1,73
decision_forecast,0.2111808070762044,0.16782638996780314,-0.043354417108401266,2.961408322940069,9.736334275087403,6.774925952147334,True,,0,0,1625,25,5,0.14356911182403564,4.053350659134571,14.314604727581944,10.261254068447373,25,5,-1,73
decision_forecast,1.4687798304850948,0.5591284066336266,-0.9096514238514681,6.815765790793396,5.2191107220050785,-1.5966550687883174,True,,25,1,1625,5,1,0.016071459278464317,7.963927206320227,3.8448043296573378,-4.119122876662889,30,5,-1,73
decision_forecast,0.4419289187884212,2.4336496468045743,1.991720728016153,4.789814782040987,4.254731073620675,-0.5350837084203119,True,,25,1,1625,10,2,0.03156720846891403,5.68366159475082,5.30113243811983,-0.38252915663098985,35,5,-1,73
decision_forecast,0.615910912421571,1.5524664514137194,0.9365555389921484,4.76122793480416,2.5131436520199757,-2.2480842827841845,True,,25,1,1625,15,3,0.025175174698233604,6.2255630510728945,4.020523582263462,-2.2050394688094324,40,5,-1,73
decision_forecast,0.5124233012121229,1.0270575646050735,0.5146342633929506,5.624623566493129,0.6566689090345834,-4.967954657458545,True,,25,1,1625,20,4,0.023892655968666077,6.024858911417652,7.20329940564616,1.178440494228508,45,5,-1,73
decision_forecast,0.3575598291909558,1.3522539383982528,0.994694109207297,0.9230890542496268,4.8740540288362,3.950964974586573,True,,25,1,1625,25,5,0.07579744607210159,2.1346044859927353,7.859132350501434,5.7245278645086985,50,5,-1,73
decision_forecast,0.45635769613661636,0.7079921104436412,0.2516344143070248,3.086193899127988,5.839146456407442,2.752952557279454,True,,0,0,11537,5,1,0.005746010225266218,7.462551822445187,7.604995536702907,0.14244371425771973,5,5,-1,66
decision_forecast,0.9041380679334823,2.15916142226123,1.2550233543277478,0.4449811589876443,8.095224920086057,7.650243761098412,True,,0,0,11537,10,2,0.016920724883675575,5.425370207026557,8.62554912030281,3.200178913276254,10,5,-1,66
decision_forecast,0.8325440250534086,2.1779751783300303,1.3454311532766217,0.5319437560688369,10.630564988634372,10.098621232565534,True,,0,0,11537,15,3,0.022785872220993042,6.162434188523144,12.772690046547428,6.610255858024284,15,5,-1,66
decision_forecast,1.3374725896357713,2.5475840350761003,1.210111445440329,2.4649012110755453,11.43816067073932,8.973259459663774,True,,0,0,11537,20,4,0.030629165470600128,9.954605890909859,10.206491620783789,0.2518857298739299,20,5,-1,66
decision_forecast,1.8957722523926135,2.922773156374071,1.0270009039814574,3.730653561706994,10.925614637461226,7.194961075754232,True,,0,0,11537,25,5,0.042240042239427567,22.64200720214542,11.230775805601455,-11.411231396543966,25,5,-1,66
decision_forecast,1.1335265561137755,1.7844606594889159,0.6509341033751403,2.608080390148339,3.3266292936935122,0.7185489035451731,True,,25,1,11537,5,1,0.007676849141716957,13.990250327215108,23.06288412761291,9.072633800397803,30,5,-1,66
decision_forecast,0.48328230184480664,1.270372811229566,0.7870905093847593,2.598018218416885,7.049641260789626,4.4516230423727405,True,,25,1,11537,10,2,0.01364895049482584,11.545784462449593,23.946649655569335,12.400865193119742,35,5,-1,66
decision_forecast,0.5490331178899344,1.2166123922723957,0.6675792743824613,2.462971140910027,9.924527451229538,7.461556310319512,True,,25,1,11537,15,3,0.021909663453698158,18.73538780842398,21.06212242832907,2.326734619905089,40,5,-1,66
decision_forecast,0.5673858361897587,1.7287570517128767,1.161371215523118,1.8606390246699718,12.642329445619227,10.781690420949255,True,,25,1,11537,20,4,0.02999020554125309,10.072951086717007,22.703939596742913,12.630988510025906,45,5,-1,66
decision_forecast,1.7353959955861291,3.5071641417603616,1.7717681461742325,3.999433718503925,9.551219122717708,5.551785404213783,True,,25,1,11537,25,5,0.03327445685863495,22.918899022965565,23.442273110175318,0.5233740872097528,50,5,-1,66
decision_forecast,1.4931633942504297,0.0433149803006187,-1.449848413949811,2.0489566205851286,1.3325172480250327,-0.7164393725600959,True,,0,0,14783,5,1,0.030713148415088654,2.1046228786686534,2.635635992192894,0.5310131135242404,5,5,-1,32
decision_forecast,1.0636332879158379,0.5878825477311503,-0.47575074018468755,0.8853972328810059,2.510862629717934,1.6254653968369284,True,,0,0,14783,10,2,0.02997625805437565,6.590670894856552,2.700630670343189,-3.890040224513363,10,5,-1,32
decision_forecast,0.27387558966018843,1.5284371624823412,1.2545615728221526,2.2855083661140427,5.144017864828253,2.8585094987142106,True,,0,0,14783,15,3,0.034285422414541245,2.7531716841048475,5.744650351057739,2.991478666952892,15,5,-1,32
decision_forecast,0.3371128960907515,1.5511270509051236,1.2140141548143721,0.8248951903121142,3.3435976290561333,2.518702438744019,True,,0,0,14783,20,4,0.046898290514945984,4.47282718636896,7.357502931258678,2.8846757448897185,20,5,-1,32
decision_forecast,0.671095486126035,1.9610135331867589,1.2899180470607239,2.151889360333408,1.2981986569943011,-0.853690703339107,True,,0,0,14783,25,5,0.07332393527030945,8.40293675565785,12.36148274626419,3.958545990606341,25,5,-1,32
decision_forecast,0.9666233673975274,0.2452529382066307,-0.7213704291908967,4.9289390218378575,3.89514408940976,-1.0337949324280973,True,,25,1,14783,5,1,0.031087420880794525,19.96645666492416,36.43999076239262,16.47353409746846,30,5,-1,32
decision_forecast,2.585026445948294,1.309194920314102,-1.2758315256341919,5.782042504211179,4.412149884983871,-1.3698926192273078,True,,25,1,14783,10,2,0.05386747047305107,120.08090950172259,98.72397220481582,-21.356937296906764,35,5,-1,32
decision_forecast,1.5602931647712808,2.057100634430498,0.4968074696592173,3.3017593609972296,2.9598461093518296,-0.3419132516454,True,,25,1,14783,15,3,0.4120755195617676,367.09773380656065,169.05075760147423,-198.04697620508642,40,5,-1,32
decision_forecast,1.5602931647712808,0.3618818333791834,-1.1984113313920974,3.3017593609972296,6.425486121340402,3.1237267603431724,True,,25,1,14783,20,4,0.4453109800815582,327.78215393938075,134.21264309708394,-193.5695108422968,45,5,-1,32
decision_forecast,1.4178290790631547,0.8994791927617171,-0.5183498863014376,5.289287956518097,0.8291391270205928,-4.460148829497504,True,,25,1,14783,25,5,0.3133792579174042,41.617869278282306,123.50241996148122,81.88455068319891,50,5,-1,32
decision_forecast,0.028267875499102403,0.26174878684880903,0.23348091134970664,1.8177794803393998,0.7212620703234099,-1.09651741001599,True,,0,0,15290,5,1,0.0033799409866333008,1.1179336755071947,5.992975518743296,4.875041843236101,5,5,-1,38
decision_forecast,0.47270828479183213,0.007449458908903538,-0.4652588258829286,1.0969721117320177,2.415748328709978,1.3187762169779604,True,,0,0,15290,10,2,0.004853611811995506,2.058257473800349,4.520884393648243,2.4626269198478936,10,5,-1,38
decision_forecast,1.0662859775543927,1.5992353932067327,0.53294941565234,0.7729000060588992,5.872469612512279,5.09956960645338,True,,0,0,15290,15,3,0.01406098622828722,1.8375975201392976,5.166515512904521,3.3289179927652235,15,5,-1,38
decision_forecast,0.8915411374635935,3.8871187530657876,2.995577615602194,4.144484922331581,8.89056340147451,4.74607847914293,True,,0,0,15290,20,4,0.04954488202929497,8.63117572054256,10.029827922483644,1.3986522019410845,20,5,-1,38
decision_forecast,0.03404131419934808,3.8540704943390995,3.8200291801397515,1.0248386429573524,12.603145872485598,11.578307229528246,True,,0,0,15290,25,5,0.059767186641693115,3.6316513538284316,7.8213161001648785,4.189664746336447,25,5,-1,38
decision_forecast,0.2621436264940809,0.5427600162460717,0.2806163897519908,2.1048200505948502,1.6159762043308854,-0.4888438462639648,True,,25,1,15290,5,1,0.003279411466792226,1.165301630612564,7.14463849503813,5.979336864425566,30,5,-1,38
decision_forecast,0.700387121911626,0.7858054676718055,0.08541834576017948,2.7696271632071885,3.5375969138519014,0.767969750644713,True,,25,1,15290,10,2,0.010350735858082771,2.652133777651665,16.91582179958571,14.263688021934046,35,5,-1,38
decision_forecast,1.0048359739757744,1.3036909011096822,0.2988549271339078,3.504064400200409,3.609547204387746,0.10548280418733702,True,,25,1,15290,15,3,0.00896874163299799,5.820104170213905,17.604364438752693,11.784260268538787,40,5,-1,38
decision_forecast,0.9035852497195054,0.6532314958818579,-0.25035375383764746,2.8044767595840328,2.6909304005852235,-0.11354635899880927,True,,25,1,15290,20,4,0.01454941462725401,4.3182455946801355,19.21706056317179,14.898814968491653,45,5,-1,38
